Product ID,Product Name,Category,Warehouse,Location,Quantity,Price,Supplier,Status,Last Restocked
1098, widget b ,CLOTHING,Warehouse 2,Aisle 1,150,49.99,Elliott Ltd,Out of Stock,
1891, widget c ,CLOTHING,Warehouse 2,Aisle 5,50,,Hess and Sons,Out of Stock,
1744, gadget z ,TOYS,Warehouse 1,Aisle 3,150,,Hudson-Mccall,Low Stock,05/03/2023
1036, widget b ,TOYS,Warehouse 3,Aisle 4,50,29.99,Garcia Group,Out of Stock,05/03/2023
1279, widget b ,FURNITURE,Warehouse 1,Aisle 3,150,19.99,Rivers Ltd,Out of Stock,
1348, widget c ,CLOTHING,Warehouse 1,Aisle 5,,19.99,Perez-Fischer,Out of Stock,25/04/2023
1496, widget b ,TOYS,Warehouse 2,Aisle 1,two hundred,,Jenkins PLC,In Stock,05/03/2023
1301, widget c ,ELECTRONICS,Warehouse 2,Aisle 5,,19.99,"Peck, Burch and Rodriguez",Out of Stock,
1180, widget a ,CLOTHING,Warehouse 2,Aisle 2,300,,"Gomez, Tapia and Chandler",Low Stock,15/01/2023
1606, widget c ,FURNITURE,Warehouse 2,Aisle 2,100,49.99,"Wright, Jones and Pierce",Low Stock,25/04/2023
1098, widget c ,FURNITURE,Warehouse 3,Aisle 4,two hundred,29.99,Maldonado Group,Out of Stock,20/12/2022
1699, gadget x ,FURNITURE,Warehouse 3,Aisle 5,,9.99,Medina Ltd,Out of Stock,
1992, widget c ,ELECTRONICS,Warehouse 3,Aisle 4,300,29.99,Fisher-Fernandez,Out of Stock,
1115, widget c ,TOYS,Warehouse 2,Aisle 4,100,,Jimenez-Johnson,Low Stock,25/04/2023
1190, gadget z ,ELECTRONICS,Warehouse 2,Aisle 2,300,,Jennings-Ramirez,Low Stock,05/03/2023
1252, widget a ,CLOTHING,Warehouse 2,Aisle 4,50,29.99,"Woodard, Bryant and Odonnell",In Stock,05/03/2023
1980, gadget x ,FURNITURE,Warehouse 3,Aisle 2,50,,"Durham, Lucas and Roberts",In Stock,05/03/2023
1927, gadget z ,ELECTRONICS,Warehouse 2,Aisle 1,150,19.99,Holmes-Haynes,In Stock,20/12/2022
1982, gadget y ,ELECTRONICS,Warehouse 1,Aisle 5,two hundred,19.99,Jones-Mccarty,Low Stock,25/04/2023
1160, widget a ,TOYS,Warehouse 1,Aisle 4,50,,Greer-Frederick,In Stock,25/04/2023
1255, widget a ,TOYS,Warehouse 2,Aisle 2,300,,Krause Group,Out of Stock,05/03/2023
1322, gadget y ,FURNITURE,Warehouse 1,Aisle 3,two hundred,19.99,"Brown, Howell and Perez",Out of Stock,05/03/2023
1127, widget c ,ELECTRONICS,Warehouse 1,Aisle 4,50,,Gray-Chan,Low Stock,15/01/2023
1017, gadget z ,ELECTRONICS,Warehouse 3,Aisle 1,150,,"Walton, Oliver and Collins",In Stock,15/01/2023
1792, widget b ,TOYS,Warehouse 2,Aisle 1,,29.99,Garner Inc,Out of Stock,
1734, gadget x ,ELECTRONICS,Warehouse 2,Aisle 3,150,9.99,Olson and Sons,Low Stock,
1565, widget b ,ELECTRONICS,Warehouse 3,Aisle 2,100,19.99,Hall and Sons,In Stock,25/04/2023
1569, gadget y ,ELECTRONICS,Warehouse 1,Aisle 4,50,29.99,Hicks and Sons,Out of Stock,25/04/2023
1322, widget a ,TOYS,Warehouse 1,Aisle 2,100,9.99,Atkins-Barnett,In Stock,20/12/2022
1871, widget a ,FURNITURE,Warehouse 2,Aisle 1,100,,"Hatfield, Duncan and Watson",Low Stock,20/12/2022
1685, gadget x ,CLOTHING,Warehouse 1,Aisle 2,300,,"Brown, Richardson and Johnson",In Stock,15/01/2023
1791, widget a ,FURNITURE,Warehouse 3,Aisle 1,two hundred,29.99,Berry-Johnson,Low Stock,
1625, widget a ,CLOTHING,Warehouse 3,Aisle 2,300,,Hernandez-Saunders,In Stock,15/01/2023
1287, gadget x ,ELECTRONICS,Warehouse 2,Aisle 3,50,49.99,Bell LLC,Out of Stock,15/01/2023
1942, gadget z ,FURNITURE,Warehouse 3,Aisle 5,100,29.99,Ball-Turner,Low Stock,
1853, gadget z ,CLOTHING,Warehouse 3,Aisle 3,,9.99,"Ingram, Jones and Parker",Low Stock,20/12/2022
1662, gadget x ,TOYS,Warehouse 2,Aisle 3,100,29.99,Walters-Houston,Low Stock,
1961, gadget y ,TOYS,Warehouse 3,Aisle 5,,19.99,Sullivan-Goodwin,In Stock,05/03/2023
1638, widget a ,FURNITURE,Warehouse 3,Aisle 5,300,29.99,"Acosta, Alvarez and Barker",In Stock,05/03/2023
1154, widget a ,FURNITURE,Warehouse 3,Aisle 4,300,,Gardner Inc,Out of Stock,05/03/2023
1489, gadget y ,ELECTRONICS,Warehouse 1,Aisle 4,two hundred,,Griffin Inc,Low Stock,25/04/2023
1385, gadget z ,FURNITURE,Warehouse 2,Aisle 3,100,49.99,Jones-Lee,Low Stock,20/12/2022
1985, widget c ,ELECTRONICS,Warehouse 2,Aisle 3,150,49.99,"Haney, Cox and Reyes",In Stock,20/12/2022
1784, widget c ,ELECTRONICS,Warehouse 2,Aisle 1,300,49.99,"Sharp, Williams and Parker",In Stock,25/04/2023
1103, widget c ,TOYS,Warehouse 1,Aisle 1,300,9.99,Howard-Newton,Out of Stock,15/01/2023
1928, gadget z ,TOYS,Warehouse 1,Aisle 4,two hundred,49.99,"Stewart, Martin and Garcia",Out of Stock,05/03/2023
1392, gadget z ,CLOTHING,Warehouse 2,Aisle 4,,9.99,Blankenship Inc,In Stock,05/03/2023
1810, gadget y ,TOYS,Warehouse 1,Aisle 1,two hundred,49.99,Anderson Inc,Low Stock,15/01/2023
1245, widget a ,TOYS,Warehouse 2,Aisle 1,100,9.99,"Ellis, Olsen and Morrison",Out of Stock,
1175, gadget y ,FURNITURE,Warehouse 1,Aisle 2,50,29.99,"Hampton, Wolfe and Price",In Stock,
1038, gadget y ,TOYS,Warehouse 3,Aisle 2,50,29.99,Wright-Williams,In Stock,20/12/2022
1476, gadget z ,CLOTHING,Warehouse 3,Aisle 1,,,Hill LLC,Low Stock,25/04/2023
1681, widget c ,FURNITURE,Warehouse 2,Aisle 2,300,9.99,"Hardy, Moore and Buchanan",In Stock,20/12/2022
1758, widget b ,CLOTHING,Warehouse 1,Aisle 5,,19.99,Harris-Myers,In Stock,
1537, widget a ,TOYS,Warehouse 1,Aisle 4,300,,"Mclaughlin, Harris and Allen",Out of Stock,15/01/2023
1866, gadget z ,CLOTHING,Warehouse 3,Aisle 4,300,29.99,"Mclean, Johnson and Bradshaw",In Stock,20/12/2022
1817, widget c ,FURNITURE,Warehouse 3,Aisle 1,50,9.99,"Williams, Mitchell and Alexander",In Stock,05/03/2023
1920, widget b ,ELECTRONICS,Warehouse 1,Aisle 3,,49.99,Davidson PLC,Out of Stock,05/03/2023
1407, widget b ,CLOTHING,Warehouse 1,Aisle 1,two hundred,19.99,Avila Ltd,Low Stock,15/01/2023
1524, gadget z ,CLOTHING,Warehouse 1,Aisle 2,300,29.99,"Taylor, Mitchell and Diaz",Low Stock,
1827, gadget x ,FURNITURE,Warehouse 1,Aisle 3,150,,Fowler Group,Out of Stock,05/03/2023
1505, widget a ,FURNITURE,Warehouse 1,Aisle 2,150,9.99,"Shelton, Mcgee and Mills",Out of Stock,05/03/2023
1902, widget b ,CLOTHING,Warehouse 1,Aisle 5,two hundred,19.99,Atkinson LLC,Low Stock,25/04/2023
1824, gadget z ,TOYS,Warehouse 2,Aisle 2,150,9.99,"Lee, Johnson and Allen",Low Stock,20/12/2022
1035, gadget z ,CLOTHING,Warehouse 1,Aisle 5,100,49.99,"Miller, Miller and Lopez",Low Stock,
1684, widget c ,FURNITURE,Warehouse 3,Aisle 5,300,,Walls Group,Low Stock,20/12/2022
1019, gadget x ,ELECTRONICS,Warehouse 2,Aisle 2,two hundred,9.99,Bennett-Allen,Low Stock,
1320, widget a ,ELECTRONICS,Warehouse 1,Aisle 2,,29.99,Gardner-Chang,Out of Stock,05/03/2023
1775, gadget y ,TOYS,Warehouse 3,Aisle 5,300,,Perez-Bell,In Stock,25/04/2023
1511, widget c ,CLOTHING,Warehouse 2,Aisle 3,two hundred,29.99,Wallace Ltd,Low Stock,20/12/2022
1399, widget b ,ELECTRONICS,Warehouse 3,Aisle 5,50,9.99,"Woods, May and Watson",Low Stock,05/03/2023
1653, widget b ,CLOTHING,Warehouse 1,Aisle 4,,,Shaw-Dunlap,In Stock,
1971, widget c ,FURNITURE,Warehouse 1,Aisle 5,50,29.99,Villegas Inc,In Stock,20/12/2022
1882, gadget z ,ELECTRONICS,Warehouse 1,Aisle 3,300,49.99,Chambers-Wagner,In Stock,20/12/2022
1470, widget b ,TOYS,Warehouse 1,Aisle 4,,49.99,"Woodard, Braun and Vincent",In Stock,05/03/2023
1142, gadget x ,FURNITURE,Warehouse 2,Aisle 1,150,9.99,Coleman-Good,In Stock,20/12/2022
1091, widget a ,TOYS,Warehouse 2,Aisle 1,two hundred,,"Hampton, Hutchinson and Cox",In Stock,25/04/2023
1353, gadget x ,FURNITURE,Warehouse 3,Aisle 3,300,19.99,Carpenter-Anderson,Out of Stock,25/04/2023
1833, widget b ,ELECTRONICS,Warehouse 1,Aisle 5,100,,Bowers-Hawkins,In Stock,05/03/2023
1799, gadget y ,TOYS,Warehouse 3,Aisle 2,,49.99,Harris Ltd,In Stock,
1726, widget a ,TOYS,Warehouse 2,Aisle 3,,29.99,"Rodriguez, Smith and Carpenter",Out of Stock,05/03/2023
1958, widget a ,FURNITURE,Warehouse 1,Aisle 4,300,19.99,"Wallace, Maldonado and Jones",In Stock,25/04/2023
1853, widget c ,TOYS,Warehouse 1,Aisle 4,300,9.99,Rice LLC,Low Stock,15/01/2023
1050, widget c ,FURNITURE,Warehouse 2,Aisle 1,50,19.99,Hines-Flowers,Low Stock,15/01/2023
1664, gadget y ,FURNITURE,Warehouse 2,Aisle 4,150,9.99,"Smith, Craig and Moore",In Stock,20/12/2022
1697, gadget z ,FURNITURE,Warehouse 2,Aisle 3,50,19.99,Schroeder PLC,Out of Stock,20/12/2022
1574, widget a ,FURNITURE,Warehouse 2,Aisle 4,50,9.99,"Evans, Mercer and Hodges",Low Stock,15/01/2023
1189, gadget y ,ELECTRONICS,Warehouse 2,Aisle 3,150,9.99,Kidd-Johnson,Out of Stock,25/04/2023
1124, widget c ,FURNITURE,Warehouse 1,Aisle 2,100,19.99,Flores Ltd,Low Stock,20/12/2022
1149, widget c ,CLOTHING,Warehouse 2,Aisle 1,50,19.99,"Allen, Martin and Spencer",In Stock,05/03/2023
1313, widget a ,TOYS,Warehouse 1,Aisle 4,50,9.99,Hansen LLC,Out of Stock,05/03/2023
1569, gadget x ,CLOTHING,Warehouse 1,Aisle 3,,49.99,Garcia PLC,Out of Stock,25/04/2023
1341, widget b ,ELECTRONICS,Warehouse 2,Aisle 5,150,19.99,Conner-Davis,Out of Stock,20/12/2022
1304, widget c ,CLOTHING,Warehouse 2,Aisle 1,two hundred,,"Gibson, Garrett and Hunt",Low Stock,05/03/2023
1691, gadget z ,TOYS,Warehouse 1,Aisle 2,100,29.99,Joseph-Maxwell,Low Stock,20/12/2022
1681, gadget z ,CLOTHING,Warehouse 2,Aisle 3,100,9.99,"Myers, Smith and Larson",Low Stock,20/12/2022
1837, widget c ,ELECTRONICS,Warehouse 2,Aisle 2,150,9.99,Nelson-Thompson,In Stock,05/03/2023
1782, gadget x ,FURNITURE,Warehouse 2,Aisle 2,300,29.99,"Campbell, Moyer and Carey",Low Stock,15/01/2023
1053, gadget x ,CLOTHING,Warehouse 3,Aisle 4,300,49.99,Norman-Thompson,In Stock,05/03/2023
1443, gadget y ,ELECTRONICS,Warehouse 1,Aisle 4,,29.99,"Cruz, Butler and Patterson",Out of Stock,25/04/2023
1612, gadget z ,ELECTRONICS,Warehouse 3,Aisle 3,,19.99,Reynolds Inc,Out of Stock,
1992, gadget y ,TOYS,Warehouse 2,Aisle 5,150,29.99,Brandt-Frye,In Stock,05/03/2023
1263, gadget z ,TOYS,Warehouse 3,Aisle 3,,9.99,"Wood, Mueller and Turner",Low Stock,20/12/2022
1052, widget b ,CLOTHING,Warehouse 2,Aisle 5,100,29.99,"Johnson, Adams and Conrad",In Stock,20/12/2022
1571, widget b ,FURNITURE,Warehouse 3,Aisle 2,100,,Park Ltd,Out of Stock,05/03/2023
1619, widget a ,ELECTRONICS,Warehouse 2,Aisle 1,two hundred,19.99,Garrison LLC,Out of Stock,
1004, gadget y ,CLOTHING,Warehouse 3,Aisle 3,300,29.99,"Robinson, Green and Maldonado",In Stock,05/03/2023
1102, widget c ,ELECTRONICS,Warehouse 3,Aisle 3,150,9.99,Smith-Yang,Low Stock,
1195, gadget y ,ELECTRONICS,Warehouse 3,Aisle 5,50,19.99,Johnson Inc,Low Stock,
1773, widget c ,FURNITURE,Warehouse 1,Aisle 2,300,9.99,Drake Ltd,In Stock,25/04/2023
1876, gadget x ,FURNITURE,Warehouse 3,Aisle 2,50,49.99,"Murphy, Campbell and Padilla",In Stock,20/12/2022
1991, gadget y ,CLOTHING,Warehouse 1,Aisle 5,two hundred,,Moody Ltd,Low Stock,20/12/2022
1883, gadget x ,FURNITURE,Warehouse 2,Aisle 2,two hundred,49.99,"Lambert, Rodriguez and Guzman",Out of Stock,
1349, widget b ,FURNITURE,Warehouse 3,Aisle 4,,,Curry-Howard,In Stock,20/12/2022
1046, widget b ,CLOTHING,Warehouse 2,Aisle 1,two hundred,29.99,Petty-Hughes,Low Stock,15/01/2023
1866, widget a ,FURNITURE,Warehouse 2,Aisle 3,two hundred,19.99,Ochoa Ltd,Low Stock,
1822, gadget y ,TOYS,Warehouse 3,Aisle 1,50,29.99,"Phillips, Morris and Brooks",Out of Stock,20/12/2022
1935, gadget x ,ELECTRONICS,Warehouse 1,Aisle 3,,,Webb-Meadows,Out of Stock,15/01/2023
1819, widget c ,ELECTRONICS,Warehouse 3,Aisle 4,two hundred,,"Haas, Pierce and Warner",Out of Stock,25/04/2023
1655, widget b ,ELECTRONICS,Warehouse 2,Aisle 2,300,,Haas-Hampton,Out of Stock,20/12/2022
1268, widget b ,ELECTRONICS,Warehouse 2,Aisle 5,two hundred,9.99,Rivers-Bradley,Out of Stock,15/01/2023
1369, widget c ,CLOTHING,Warehouse 3,Aisle 4,,19.99,Steele Group,In Stock,05/03/2023
1635, gadget x ,ELECTRONICS,Warehouse 1,Aisle 1,150,29.99,Mclean-Howell,Low Stock,05/03/2023
1105, gadget x ,ELECTRONICS,Warehouse 1,Aisle 5,,29.99,"Rivas, Romero and Callahan",In Stock,15/01/2023
1669, gadget y ,ELECTRONICS,Warehouse 2,Aisle 2,50,49.99,Norton-Steele,In Stock,
1658, gadget y ,ELECTRONICS,Warehouse 2,Aisle 4,150,,"Patel, Davis and Thompson",In Stock,
1656, gadget z ,TOYS,Warehouse 1,Aisle 5,300,,Olsen Group,In Stock,20/12/2022
1119, gadget z ,ELECTRONICS,Warehouse 3,Aisle 4,100,,Delacruz and Sons,In Stock,05/03/2023
1830, widget a ,TOYS,Warehouse 2,Aisle 4,,29.99,Navarro-Conrad,Out of Stock,
1786, widget b ,CLOTHING,Warehouse 1,Aisle 2,50,49.99,"Ferguson, Christensen and Odonnell",Out of Stock,
1603, gadget y ,FURNITURE,Warehouse 2,Aisle 3,300,9.99,Wilkinson and Sons,Low Stock,05/03/2023
1057, gadget x ,ELECTRONICS,Warehouse 3,Aisle 5,150,19.99,Nichols-King,In Stock,25/04/2023
1950, widget c ,FURNITURE,Warehouse 1,Aisle 2,300,9.99,"Brown, Melendez and Wilson",Low Stock,
1345, gadget x ,FURNITURE,Warehouse 2,Aisle 4,,29.99,"Morrison, Phillips and Mccoy",Out of Stock,15/01/2023
1740, widget b ,CLOTHING,Warehouse 3,Aisle 2,two hundred,,"Ashley, Wilson and Smith",Out of Stock,20/12/2022
1473, gadget z ,FURNITURE,Warehouse 2,Aisle 3,,19.99,"Suarez, Miller and Joseph",Out of Stock,
1116, gadget x ,TOYS,Warehouse 3,Aisle 5,100,29.99,"Hodges, Garcia and Johnson",In Stock,
1829, widget a ,FURNITURE,Warehouse 3,Aisle 3,,29.99,Torres Inc,In Stock,25/04/2023
1790, widget b ,FURNITURE,Warehouse 1,Aisle 1,150,29.99,"Johnson, Chandler and Martinez",Out of Stock,15/01/2023
1126, gadget z ,FURNITURE,Warehouse 3,Aisle 5,150,19.99,"Gibson, Manning and Mcmahon",Low Stock,20/12/2022
1392, widget c ,ELECTRONICS,Warehouse 2,Aisle 3,,19.99,Smith-Berry,Low Stock,
1907, gadget z ,ELECTRONICS,Warehouse 3,Aisle 4,150,49.99,Cortez Inc,Out of Stock,20/12/2022
1640, widget a ,TOYS,Warehouse 3,Aisle 5,two hundred,49.99,Williams LLC,Low Stock,05/03/2023
1057, widget b ,TOYS,Warehouse 1,Aisle 5,300,9.99,Castillo-Schmidt,Out of Stock,
1633, widget c ,ELECTRONICS,Warehouse 3,Aisle 2,,19.99,Harrison-Moran,Low Stock,
1512, widget a ,TOYS,Warehouse 3,Aisle 4,two hundred,19.99,"Jackson, Burns and Price",Out of Stock,05/03/2023
1750, gadget z ,ELECTRONICS,Warehouse 2,Aisle 1,300,19.99,Reyes LLC,Low Stock,25/04/2023
1801, widget a ,CLOTHING,Warehouse 1,Aisle 3,300,49.99,"Ortega, Barrera and Mitchell",In Stock,
1095, widget b ,FURNITURE,Warehouse 1,Aisle 2,two hundred,29.99,Ramirez Group,Out of Stock,20/12/2022
1637, gadget y ,FURNITURE,Warehouse 1,Aisle 3,50,,Dodson LLC,Out of Stock,15/01/2023
1117, widget a ,TOYS,Warehouse 3,Aisle 1,,49.99,"Watkins, Hutchinson and Strickland",Low Stock,20/12/2022
1559, widget a ,ELECTRONICS,Warehouse 1,Aisle 1,300,19.99,"Allen, Woodward and Jensen",Out of Stock,25/04/2023
1600, gadget z ,ELECTRONICS,Warehouse 3,Aisle 5,300,49.99,Smith-Johnson,Out of Stock,15/01/2023
1487, gadget z ,TOYS,Warehouse 3,Aisle 1,150,9.99,"Sherman, Hayes and Walker",Out of Stock,20/12/2022
1236, widget c ,ELECTRONICS,Warehouse 2,Aisle 3,300,19.99,Rodriguez-Wilson,In Stock,20/12/2022
1884, gadget z ,CLOTHING,Warehouse 2,Aisle 4,two hundred,9.99,Trujillo Inc,In Stock,05/03/2023
1896, gadget x ,FURNITURE,Warehouse 2,Aisle 4,300,19.99,Morgan Group,Low Stock,25/04/2023
1271, widget b ,TOYS,Warehouse 2,Aisle 5,50,49.99,Conway-Brown,In Stock,05/03/2023
1188, widget b ,TOYS,Warehouse 2,Aisle 3,,29.99,Banks-Ortiz,Low Stock,15/01/2023
1998, gadget y ,ELECTRONICS,Warehouse 3,Aisle 3,,,Romero LLC,In Stock,05/03/2023
1703, gadget y ,TOYS,Warehouse 3,Aisle 1,300,9.99,"Perez, Elliott and Flores",Low Stock,25/04/2023
1446, widget b ,CLOTHING,Warehouse 1,Aisle 3,100,49.99,Murphy-Stephens,In Stock,
1580, gadget y ,ELECTRONICS,Warehouse 3,Aisle 2,100,29.99,Finley and Sons,In Stock,
1789, widget c ,ELECTRONICS,Warehouse 3,Aisle 1,two hundred,49.99,Carpenter and Sons,Low Stock,15/01/2023
1860, gadget z ,ELECTRONICS,Warehouse 2,Aisle 2,100,9.99,"Martinez, Duncan and Barton",Out of Stock,
1246, widget b ,ELECTRONICS,Warehouse 3,Aisle 5,two hundred,,Alexander-Peterson,Out of Stock,05/03/2023
1962, gadget y ,CLOTHING,Warehouse 2,Aisle 4,150,49.99,Newman Group,In Stock,15/01/2023
1075, widget b ,ELECTRONICS,Warehouse 1,Aisle 5,two hundred,19.99,Wilson Ltd,Low Stock,25/04/2023
1153, gadget x ,TOYS,Warehouse 1,Aisle 4,100,29.99,Webster-Phelps,Out of Stock,15/01/2023
1655, widget a ,CLOTHING,Warehouse 3,Aisle 5,300,49.99,Medina-Rodriguez,Low Stock,15/01/2023
1434, gadget z ,FURNITURE,Warehouse 1,Aisle 3,150,29.99,"Bray, Cooley and Garza",Out of Stock,20/12/2022
1996, widget b ,FURNITURE,Warehouse 3,Aisle 2,100,19.99,Bell and Sons,Low Stock,20/12/2022
1085, widget a ,TOYS,Warehouse 1,Aisle 4,two hundred,,Fitzgerald-Pearson,In Stock,15/01/2023
1696, gadget y ,TOYS,Warehouse 2,Aisle 1,50,,"Weaver, Wilson and Hayes",Low Stock,
1284, widget a ,CLOTHING,Warehouse 2,Aisle 2,,19.99,"King, Galvan and Greer",Out of Stock,20/12/2022
1973, gadget z ,FURNITURE,Warehouse 2,Aisle 1,100,29.99,"Jackson, Hale and White",In Stock,25/04/2023
1219, widget b ,FURNITURE,Warehouse 2,Aisle 2,two hundred,49.99,Brady Group,Low Stock,05/03/2023
1068, gadget x ,FURNITURE,Warehouse 3,Aisle 2,150,19.99,Schultz Ltd,Out of Stock,20/12/2022
1046, gadget y ,FURNITURE,Warehouse 1,Aisle 5,100,9.99,"Poole, Holmes and Jennings",In Stock,15/01/2023
1093, widget b ,FURNITURE,Warehouse 3,Aisle 4,100,29.99,Wagner Ltd,Low Stock,
1749, gadget z ,ELECTRONICS,Warehouse 2,Aisle 4,,,"Smith, Richardson and Nichols",Out of Stock,05/03/2023
1957, gadget y ,TOYS,Warehouse 3,Aisle 2,two hundred,19.99,Wood-Poole,Low Stock,20/12/2022
1452, widget c ,ELECTRONICS,Warehouse 1,Aisle 3,50,,Torres Ltd,Low Stock,
1203, widget a ,FURNITURE,Warehouse 3,Aisle 3,150,29.99,Cohen and Sons,In Stock,
1911, gadget z ,CLOTHING,Warehouse 1,Aisle 1,two hundred,,Alvarado-Turner,In Stock,
1217, widget c ,CLOTHING,Warehouse 3,Aisle 1,150,19.99,"Zimmerman, Acosta and Strickland",Out of Stock,15/01/2023
1473, widget b ,FURNITURE,Warehouse 1,Aisle 5,100,29.99,Kline Group,In Stock,25/04/2023
1431, gadget x ,FURNITURE,Warehouse 1,Aisle 2,,9.99,Romero-Bowen,Out of Stock,
1340, gadget y ,CLOTHING,Warehouse 2,Aisle 1,,19.99,Rodriguez Inc,Low Stock,05/03/2023
1550, widget a ,ELECTRONICS,Warehouse 1,Aisle 1,300,49.99,Bowers Ltd,Low Stock,20/12/2022
1611, gadget y ,ELECTRONICS,Warehouse 2,Aisle 2,50,19.99,Becker-Blair,Out of Stock,05/03/2023
1288, widget b ,FURNITURE,Warehouse 2,Aisle 5,,29.99,Bray Inc,Low Stock,15/01/2023
1253, gadget y ,ELECTRONICS,Warehouse 2,Aisle 1,100,19.99,"Lopez, Duncan and Montgomery",In Stock,15/01/2023
1733, widget a ,CLOTHING,Warehouse 3,Aisle 5,50,9.99,"Williams, Barnett and Miller",Low Stock,05/03/2023
1356, widget b ,ELECTRONICS,Warehouse 3,Aisle 4,two hundred,9.99,Manning-Jennings,In Stock,25/04/2023
1022, gadget y ,FURNITURE,Warehouse 3,Aisle 5,,49.99,"Mcclure, Williams and Burgess",Out of Stock,15/01/2023
1761, gadget x ,CLOTHING,Warehouse 3,Aisle 3,50,,Lowe-Harrison,Out of Stock,15/01/2023
1521, gadget z ,ELECTRONICS,Warehouse 1,Aisle 3,100,29.99,Conway Group,Low Stock,05/03/2023
1757, widget b ,TOYS,Warehouse 1,Aisle 5,300,29.99,"Larson, Merritt and Rodriguez",Low Stock,15/01/2023
1836, gadget z ,CLOTHING,Warehouse 3,Aisle 3,150,,Davis-Medina,In Stock,25/04/2023
1099, widget b ,CLOTHING,Warehouse 1,Aisle 4,150,9.99,"Clark, Rollins and Torres",In Stock,25/04/2023
1801, gadget x ,TOYS,Warehouse 1,Aisle 2,100,9.99,"Gomez, Collins and Wright",Low Stock,25/04/2023
1179, gadget z ,TOYS,Warehouse 2,Aisle 3,100,19.99,Graham-Guzman,Low Stock,20/12/2022
1222, widget c ,CLOTHING,Warehouse 2,Aisle 3,150,49.99,"Patterson, Stanton and Nunez",Out of Stock,25/04/2023
1905, widget a ,TOYS,Warehouse 2,Aisle 5,300,49.99,Duncan and Sons,Out of Stock,25/04/2023
1761, widget c ,FURNITURE,Warehouse 2,Aisle 4,50,49.99,"Allen, Berry and Rice",Out of Stock,20/12/2022
1658, gadget y ,FURNITURE,Warehouse 1,Aisle 2,150,19.99,Carter-Brown,Low Stock,
1441, gadget x ,FURNITURE,Warehouse 3,Aisle 5,100,49.99,Flowers Inc,Low Stock,15/01/2023
1607, widget c ,CLOTHING,Warehouse 1,Aisle 5,,,Forbes-Miller,Low Stock,25/04/2023
1768, widget b ,TOYS,Warehouse 1,Aisle 4,two hundred,19.99,Weaver Inc,Out of Stock,15/01/2023
1324, gadget y ,TOYS,Warehouse 1,Aisle 2,300,,Ford LLC,Low Stock,05/03/2023
1515, gadget y ,ELECTRONICS,Warehouse 2,Aisle 4,300,19.99,Mcgrath Inc,In Stock,15/01/2023
1015, widget c ,ELECTRONICS,Warehouse 2,Aisle 2,,49.99,Roberts Ltd,Low Stock,20/12/2022
1791, widget c ,TOYS,Warehouse 2,Aisle 4,,,Lyons PLC,Low Stock,15/01/2023
1335, gadget x ,TOYS,Warehouse 3,Aisle 5,100,,"White, Davis and Daniels",Low Stock,15/01/2023
1758, widget a ,TOYS,Warehouse 1,Aisle 5,150,,Williams-Hanna,Low Stock,15/01/2023
1257, widget c ,CLOTHING,Warehouse 3,Aisle 1,50,19.99,Scott-Fields,Low Stock,
1496, widget c ,TOYS,Warehouse 2,Aisle 3,300,29.99,"Lopez, Silva and Beard",In Stock,
1987, gadget z ,ELECTRONICS,Warehouse 3,Aisle 4,300,49.99,Brown-Stephens,In Stock,05/03/2023
1895, widget b ,CLOTHING,Warehouse 1,Aisle 1,,,Reeves-Yates,Low Stock,20/12/2022
1159, gadget z ,TOYS,Warehouse 1,Aisle 3,150,29.99,Brown-Wilcox,Out of Stock,15/01/2023
1474, gadget z ,ELECTRONICS,Warehouse 2,Aisle 4,300,49.99,Owens-Perkins,Low Stock,15/01/2023
1851, gadget y ,CLOTHING,Warehouse 2,Aisle 2,50,49.99,"Stevens, Gonzales and Tucker",Low Stock,15/01/2023
1663, widget a ,TOYS,Warehouse 3,Aisle 3,-99,,Schmidt-Blackwell,Low Stock,15/01/2023
1907, widget b ,TOYS,Warehouse 2,Aisle 5,50,,"Sutton, Mccoy and Scott",Out of Stock,
1689, gadget x ,TOYS,Warehouse 2,Aisle 1,150,19.99,"Lam, Allen and Thomas",Out of Stock,05/03/2023
1674, gadget x ,CLOTHING,Warehouse 1,Aisle 3,300,29.99,Kirby-Clark,Out of Stock,25/04/2023
1379, widget c ,ELECTRONICS,Warehouse 2,Aisle 3,two hundred,29.99,Caldwell Inc,In Stock,20/12/2022
1544, widget c ,ELECTRONICS,Warehouse 2,Aisle 5,300,,Palmer-Gonzalez,Out of Stock,15/01/2023
1928, gadget x ,FURNITURE,Warehouse 1,Aisle 4,150,49.99,Hull and Sons,In Stock,05/03/2023
1956, widget c ,TOYS,Warehouse 1,Aisle 2,300,,Cole Ltd,In Stock,25/04/2023
1690, widget a ,FURNITURE,Warehouse 3,Aisle 5,300,49.99,"Davis, Wright and Wright",Out of Stock,05/03/2023
1426, gadget z ,FURNITURE,Warehouse 2,Aisle 2,100,49.99,"Callahan, Atkinson and Marquez",Out of Stock,
1612, widget c ,ELECTRONICS,Warehouse 1,Aisle 4,300,,Schroeder Inc,Out of Stock,25/04/2023
1267, gadget y ,CLOTHING,Warehouse 3,Aisle 3,300,9.99,Stevenson Group,In Stock,05/03/2023
1834, widget c ,CLOTHING,Warehouse 3,Aisle 2,50,29.99,Holmes and Sons,Low Stock,
1576, widget b ,ELECTRONICS,Warehouse 2,Aisle 1,two hundred,49.99,Ramos Ltd,Out of Stock,05/03/2023
